pitch_variability,pause_ratio,speaking_rate,pitch_mean,jitter,voice_distress_z
38.06,0.05,5.32,153.6,0.0159,-2.295
24.84,0.2284,3.51,152.7,0.01384,0.094
9.82,0.4438,2.38,208.1,0.03679,2.754
23.14,0.2648,3.02,173.2,0.02497,0.658
22.33,0.199,3.67,169.3,0.01147,-0.029
26.99,0.1919,4.01,160.4,0.00957,-0.492
24.59,0.2759,3.22,178.8,0.00659,0.115
23.51,0.1973,3.1,162.4,0.02311,0.363
29.16,0.1028,4.3,163.0,0.01068,-1.136
16.41,0.3564,3.71,190.2,0.02432,1.197
22.26,0.2993,2.95,191.2,0.0155,0.781
20.9,0.3442,3.82,165.8,0.02236,0.57
18.5,0.2609,3.96,199.7,0.01341,0.344
22.81,0.2146,3.56,169.9,0.00858,0.163
21.07,0.311,3.14,157.4,0.01676,0.85
22.42,0.2832,3.07,177.6,0.01514,0.631
24.59,0.169,3.77,159.3,0.01379,-0.303
21.33,0.1833,3.49,171.5,0.01185,0.09
24.49,0.2041,3.52,165.6,0.0147,0.031
13.04,0.3505,3.2,184.7,0.02352,1.583
26.78,0.075,4.1,151.3,0.01,-1.008
26.41,0.1274,4.33,179.9,0.01025,-0.768
24.72,0.1076,3.0,149.6,0.01945,-0.052
23.98,0.2409,3.68,149.0,0.01308,0.254
22.6,0.2387,3.58,172.6,0.00744,0.054
25.44,0.1772,3.48,192.0,0.01239,-0.079
26.5,0.2101,3.66,159.7,0.01229,-0.286
19.04,0.388,2.69,193.4,0.02946,1.724
30.02,0.0835,4.63,181.1,0.01509,-1.32
28.49,0.05,4.05,177.2,0.00923,-1.285
21.33,0.2643,3.75,160.3,0.01926,0.403
32.58,0.05,4.57,148.6,0.01191,-1.629
24.47,0.2299,4.03,131.9,0.01574,-0.186
16.12,0.4158,2.89,181.0,0.02183,1.928
23.98,0.187,3.65,182.9,0.00497,-0.374
23.98,0.2695,3.93,150.9,0.00962,0.179
32.34,0.0786,4.42,175.5,0.00225,-1.563
31.7,0.0755,4.33,150.7,0.01834,-1.341
25.43,0.2292,3.99,166.6,0.01264,-0.252
23.87,0.1572,3.22,175.6,0.00923,-0.166
17.44,0.314,3.29,170.5,0.02361,1.118
19.33,0.2596,3.33,174.2,0.01703,0.656
33.08,0.1197,4.2,158.8,0.01386,-1.141
22.08,0.2424,3.55,178.5,0.0176,0.481
20.13,0.2917,3.22,174.5,0.01512,0.782
16.79,0.2804,3.04,179.5,0.01848,0.997
16.74,0.3484,2.55,207.3,0.02713,1.66
29.27,0.1139,4.54,174.9,0.01441,-1.187
27.18,0.2148,4.01,154.6,0.0123,-0.489
34.25,0.0897,4.18,163.7,0.01853,-1.458
23.57,0.24,3.45,163.9,0.01069,0.327
21.51,0.2682,3.42,171.8,0.01303,0.481
19.87,0.2994,3.11,214.7,0.02115,0.888
21.16,0.2025,3.76,170.6,0.00998,0.071
26.72,0.1813,3.47,134.5,0.01349,-0.348
21.06,0.2593,3.04,158.7,0.01072,0.502
30.24,0.1915,4.25,136.0,0.0108,-0.893
10.58,0.4433,2.9,185.1,0.03439,2.58
34.23,0.1067,4.18,135.2,0.01078,-1.427
25.2,0.1999,3.98,154.1,0.01108,-0.54
14.59,0.4058,2.57,166.5,0.0317,2.238
24.47,0.1917,3.59,170.8,0.0089,-0.217
24.58,0.2136,3.59,165.0,0.00992,-0.236
24.81,0.1699,3.38,169.5,0.01373,-0.162
27.93,0.2312,4.0,163.4,0.01482,-0.299
15.05,0.32,2.61,160.6,0.02664,1.691
34.09,0.05,4.58,172.7,0.00976,-1.693
16.9,0.4008,3.05,212.2,0.02606,1.602
30.24,0.05,3.82,171.1,0.0106,-1.228
23.57,0.2782,3.29,158.6,0.01018,0.33
23.47,0.1657,3.83,143.6,0.01561,-0.368
19.8,0.1979,3.36,158.4,0.01506,0.398
32.62,0.0665,4.62,171.8,0.01283,-1.61
21.94,0.2676,3.26,186.6,0.01616,0.572
14.77,0.4192,3.25,193.2,0.02498,1.814
32.55,0.1233,4.28,177.0,0.0149,-1.271
22.57,0.2689,3.43,177.9,0.0152,0.342
27.24,0.1657,3.72,172.6,0.00604,-0.578
22.68,0.2806,3.4,160.2,0.01624,0.585
26.44,0.2177,3.77,167.8,0.00983,-0.148
27.78,0.2269,4.31,152.3,0.01529,-0.423
20.38,0.2096,2.88,171.1,0.01157,0.508
12.09,0.406,2.53,191.6,0.02537,2.246
22.16,0.2035,3.84,190.2,0.01309,-0.044
21.37,0.3245,3.38,154.0,0.01792,0.713
32.27,0.0569,4.31,172.2,0.01429,-1.499
30.42,0.0546,4.29,187.2,0.00744,-1.591
21.14,0.2735,3.1,182.1,0.02073,0.756
18.65,0.3797,3.25,195.3,0.02545,1.502
21.08,0.3151,3.7,178.1,0.01892,0.709
27.63,0.1379,3.37,184.5,0.01462,-0.505
23.93,0.2661,3.28,148.7,0.01197,0.338
29.66,0.1897,3.97,144.2,0.00815,-0.782
21.86,0.2653,3.47,172.2,0.01515,0.427
19.97,0.2566,2.73,143.2,0.02383,1.067
27.2,0.1585,3.75,183.5,0.01616,-0.415
26.75,0.1736,3.99,183.3,0.01014,-0.379
22.46,0.2691,3.43,161.7,0.00567,0.38
31.18,0.1527,3.92,159.4,0.01136,-0.877
26.73,0.2756,3.32,163.9,0.01114,0.23
13.9,0.3854,2.62,191.0,0.02805,2.006
25.58,0.1257,3.55,166.9,0.01359,-0.541
27.99,0.2284,3.7,173.4,0.01463,-0.12
28.6,0.0643,4.03,162.4,0.01497,-1.016
19.96,0.2863,3.22,188.1,0.01929,0.797
24.39,0.3266,3.71,171.7,0.0066,0.315
27.41,0.1546,3.73,155.9,0.01098,-0.468
10.39,0.3073,2.78,200.9,0.02948,1.934
16.61,0.3597,2.82,161.7,0.02448,1.481
26.33,0.1579,3.52,163.6,0.0131,-0.335
37.45,0.05,4.49,179.5,0.01308,-1.971
18.5,0.3472,3.16,166.2,0.02131,1.312
25.39,0.11,3.59,169.6,0.00485,-0.572
19.55,0.3666,3.51,182.6,0.01761,1.128
32.74,0.05,5.06,152.1,0.01189,-2.027
20.04,0.3383,2.74,174.6,0.02299,1.244
31.24,0.0738,4.67,162.7,0.01214,-1.472
21.9,0.3445,3.16,165.5,0.01291,0.825
22.34,0.2111,3.72,199.7,0.0134,-0.086
29.31,0.1357,3.98,153.6,0.00959,-0.857
23.51,0.142,4.1,180.1,0.00835,-0.623
21.63,0.2488,3.34,167.3,0.01499,0.576
24.46,0.2581,3.3,150.0,0.01447,0.329
21.78,0.2607,2.93,173.6,0.02045,0.757
13.13,0.3835,2.07,198.5,0.02926,2.301
33.43,0.05,4.52,178.8,0.0139,-1.575
18.31,0.4097,2.88,207.8,0.02636,1.729
22.86,0.2053,3.74,210.4,0.01314,-0.067
29.22,0.1254,4.06,168.8,0.01409,-0.97
29.14,0.0876,3.98,155.1,0.00474,-1.173
23.3,0.1244,3.5,171.8,0.01233,-0.385
19.13,0.2533,3.44,172.1,0.01624,0.669
26.91,0.2207,3.52,178.9,0.01549,-0.24
15.18,0.3416,2.81,163.7,0.02365,1.594
31.51,0.1172,4.08,200.5,0.01209,-1.076
23.25,0.2575,3.71,177.8,0.00748,0.116
29.82,0.1235,4.15,139.7,0.01505,-1.038
22.59,0.3292,3.71,158.7,0.01679,0.621
16.13,0.3054,3.34,187.9,0.02077,1.036
28.88,0.2039,3.68,182.6,0.00956,-0.454
36.99,0.05,4.99,145.9,0.00968,-2.157
24.35,0.338,3.33,178.1,0.01426,0.669
19.06,0.343,2.93,141.0,0.01341,1.101
23.11,0.2609,3.12,168.5,0.01654,0.61
18.55,0.359,2.98,196.5,0.0154,1.271
30.66,0.1673,4.29,156.7,0.01054,-0.92
18.27,0.2821,3.27,150.6,0.02283,1.06
17.94,0.313,2.85,181.5,0.02286,1.368
31.42,0.0771,4.86,155.9,0.0125,-1.547
21.74,0.2551,3.44,178.3,0.02051,0.506
28.83,0.1769,4.09,151.7,0.00499,-0.752
26.04,0.1785,3.11,153.4,0.00955,-0.102
22.12,0.1861,2.23,138.9,0.01358,0.526
24.73,0.1807,3.95,167.5,0.01458,-0.309
29.01,0.1886,3.54,162.6,0.01463,-0.365
23.85,0.2144,3.52,147.6,0.00968,0.035
25.34,0.1687,4.11,167.9,0.01499,-0.496
31.54,0.0833,4.67,180.4,0.01079,-1.621
20.21,0.2457,3.35,169.9,0.02107,0.653
32.72,0.1024,4.28,169.0,0.0089,-1.51
18.14,0.2833,3.48,177.1,0.01696,0.882
15.1,0.2971,3.46,152.5,0.01423,0.97
34.05,0.05,4.41,195.8,0.01517,-1.655
28.31,0.207,4.29,157.9,0.01043,-0.623
14.05,0.4181,2.61,189.2,0.02143,2.104
27.44,0.1203,4.24,176.5,0.01352,-1.017
32.06,0.2235,3.39,162.9,0.01364,-0.313
20.85,0.2239,3.41,179.6,0.01836,0.425
21.15,0.3413,3.23,178.1,0.0189,0.913
24.08,0.2367,4.24,143.7,0.01075,-0.305
23.11,0.1948,3.46,160.0,0.01095,-0.027
15.84,0.3616,2.64,172.9,0.02346,1.62
13.9,0.2757,2.89,178.9,0.02666,1.557
17.82,0.2922,3.16,157.2,0.01939,1.126
23.3,0.2035,3.61,182.9,0.01274,0.019
28.97,0.1,3.76,189.0,0.00745,-0.978
28.27,0.1418,3.88,179.7,0.014,-0.713
18.6,0.2555,3.69,190.3,0.01672,0.585
22.67,0.2289,3.35,164.9,0.01835,0.469
12.39,0.3178,2.94,172.3,0.02321,1.571
16.32,0.2564,3.21,161.1,0.01199,0.73
33.75,0.1146,4.07,174.7,0.01092,-1.17
19.23,0.2988,3.3,181.0,0.01982,0.744
29.37,0.0996,4.3,163.8,0.01423,-1.213
23.32,0.1633,4.5,184.4,0.00579,-0.718
21.21,0.2586,3.16,174.1,0.01413,0.448
12.5,0.4378,2.75,176.4,0.02951,2.385
5.0,0.4092,1.5,192.1,0.03489,3.372
19.18,0.3215,3.31,182.5,0.01708,0.893
26.31,0.2591,3.99,180.6,0.01012,-0.088
23.91,0.2314,2.68,179.7,0.01409,0.617
18.28,0.2699,3.05,204.1,0.01788,0.902
27.28,0.1699,3.61,189.5,0.00987,-0.49
10.3,0.3693,2.4,193.2,0.02841,2.47
24.05,0.252,3.59,155.2,0.01164,0.188
19.65,0.1919,3.66,151.3,0.01327,0.17
20.95,0.2419,3.19,167.2,0.02263,0.739
21.19,0.3237,3.43,181.4,0.01825,0.81
22.03,0.2668,3.17,202.5,0.01313,0.493
25.65,0.208,3.94,171.3,0.00971,-0.338
28.33,0.1784,3.58,182.5,0.01273,-0.347
29.49,0.05,4.54,161.3,0.01297,-1.634
21.27,0.2894,3.45,179.6,0.01104,0.498
19.35,0.2932,3.29,186.7,0.02171,1.001
19.79,0.2476,3.11,140.8,0.01814,0.659
14.76,0.3972,2.54,178.9,0.02684,2.16
23.91,0.2384,3.55,179.2,0.01607,0.28
20.8,0.3152,2.77,177.1,0.01871,1.075
30.17,0.158,3.69,147.1,0.01335,-0.721
27.73,0.1976,3.63,128.5,0.01667,-0.299
22.02,0.2345,3.37,167.9,0.02087,0.636
17.23,0.286,2.94,174.1,0.01627,1.223
27.35,0.3083,3.46,151.7,0.0139,0.261
22.02,0.2418,3.39,167.1,0.01001,0.232
33.52,0.163,4.3,172.6,0.01351,-1.131
27.2,0.2401,3.69,175.1,0.01343,-0.119
15.28,0.3187,3.76,140.3,0.01497,0.842
21.02,0.2896,3.6,152.2,0.01624,0.552
20.31,0.2686,3.63,166.4,0.0168,0.602
22.21,0.1555,3.92,174.2,0.01109,-0.462
26.66,0.2214,3.3,172.4,0.013,0.056
26.32,0.2024,3.6,172.1,0.01442,-0.074
18.54,0.2659,2.88,167.6,0.0175,0.903
21.84,0.2786,3.77,165.1,0.01604,0.503
22.67,0.3033,3.17,160.0,0.02009,0.698
26.61,0.131,3.51,176.5,0.01342,-0.444
38.18,0.05,4.66,151.2,0.0126,-2.111
19.03,0.289,2.92,190.9,0.0179,0.977
22.28,0.1392,3.94,168.1,0.01401,-0.405
27.69,0.0822,4.15,164.3,0.01299,-0.992
19.06,0.2533,2.97,163.5,0.0214,0.949
27.11,0.2376,4.02,144.7,0.01214,-0.319
12.92,0.2894,2.83,168.0,0.01503,1.285
25.7,0.2868,3.21,167.5,0.01184,0.377
21.3,0.2682,3.43,137.7,0.01968,0.6
31.81,0.1306,4.16,162.0,0.01029,-1.17
19.7,0.3936,2.76,193.4,0.02301,1.698
27.25,0.2807,3.63,176.6,0.01443,-0.056
27.77,0.1953,3.55,157.6,0.0115,-0.504
25.11,0.2251,3.41,167.4,0.01286,-0.006
34.03,0.05,4.74,156.7,0.0094,-1.854
21.47,0.3386,3.99,172.1,0.01522,0.445
28.71,0.0867,4.35,188.1,0.01025,-1.304
29.79,0.1113,4.49,179.5,0.01088,-1.168
31.0,0.1101,4.6,172.8,0.01103,-1.337
15.18,0.3091,2.67,171.0,0.02022,1.513
27.31,0.1986,3.98,176.2,0.01477,-0.37
12.2,0.4039,2.75,158.1,0.02388,2.055
27.33,0.2355,3.99,161.2,0.01507,-0.309
33.32,0.05,4.57,173.8,0.01661,-1.616
30.43,0.0569,4.33,176.1,0.01456,-1.494
16.16,0.3234,2.83,189.9,0.02349,1.285
31.01,0.2128,3.7,169.4,0.01298,-0.543
29.74,0.1675,3.53,162.1,0.0146,-0.442
20.63,0.2203,3.42,175.0,0.01355,0.343
21.71,0.1938,3.74,156.7,0.01897,0.145
16.64,0.3506,3.08,165.7,0.02278,1.253
14.0,0.4437,2.8,183.3,0.02251,2.124
23.3,0.2026,4.37,167.6,0.01469,-0.284
32.16,0.1118,3.92,137.6,0.01227,-1.224
24.91,0.2016,3.49,171.8,0.01168,-0.023
24.5,0.2619,3.97,179.7,0.01265,-0.024
31.29,0.1609,4.14,163.8,0.0125,-0.706
32.01,0.1401,4.05,200.6,0.01499,-1.181
20.4,0.2419,3.05,158.9,0.01742,0.761
25.22,0.1833,3.76,159.6,0.01306,-0.321
25.08,0.2133,3.75,159.5,0.01406,-0.262
27.22,0.1567,3.69,163.9,0.01582,-0.496
23.72,0.1843,3.68,160.1,0.01155,-0.155
32.3,0.1402,4.01,143.9,0.00865,-1.016
19.56,0.3266,3.19,167.5,0.02302,1.221
19.58,0.3569,2.69,176.0,0.01869,1.482
32.51,0.0867,4.99,183.4,0.00993,-1.842
26.67,0.1302,4.39,198.0,0.00661,-0.895
31.09,0.05,4.31,185.0,0.01371,-1.433
27.33,0.1412,3.89,153.4,0.00714,-0.801
22.33,0.2134,3.6,154.6,0.00975,0.026
31.95,0.05,4.16,162.6,0.01376,-1.507
25.69,0.1834,3.97,191.8,0.01417,-0.396
27.28,0.1253,4.07,162.5,0.01004,-0.908
24.2,0.256,3.97,147.6,0.01326,-0.093
24.83,0.2816,3.85,158.3,0.00994,0.102
27.19,0.1226,4.28,176.4,0.01035,-0.894
20.99,0.2606,3.61,177.5,0.01421,0.374
24.95,0.1609,3.57,162.0,0.0105,-0.206
24.75,0.1855,3.74,175.3,0.01127,-0.287
16.09,0.3565,2.97,151.0,0.02099,1.474
18.48,0.4207,2.49,182.6,0.02612,1.965
30.15,0.075,4.51,177.9,0.01353,-1.4
17.13,0.331,3.84,162.5,0.02102,0.936
20.07,0.2261,3.47,162.2,0.02236,0.288
28.67,0.1524,4.66,137.0,0.00952,-1.097
18.46,0.344,3.22,198.7,0.01748,0.984
18.19,0.3777,3.04,172.7,0.01862,1.286
31.83,0.0987,4.0,168.6,0.02142,-1.156
29.36,0.1442,4.34,174.1,0.01155,-1.087
15.86,0.4133,3.24,199.9,0.02326,1.62
22.93,0.1766,3.54,165.9,0.01046,-0.148
23.09,0.3064,3.69,163.5,0.0194,0.543
21.38,0.2176,3.25,171.7,0.0203,0.458
24.55,0.2583,3.33,188.9,0.01494,0.141
33.88,0.0774,4.36,162.4,0.00897,-1.611
21.57,0.3076,2.72,163.2,0.01996,1.07
18.18,0.3365,3.02,155.9,0.01468,1.135
26.44,0.1517,3.21,146.7,0.01189,-0.271
27.07,0.2568,3.94,178.0,0.01446,-0.142
33.32,0.05,4.46,160.2,0.01189,-1.636
20.17,0.293,3.16,162.1,0.01526,0.673
19.96,0.2641,3.04,161.1,0.01816,0.772
24.82,0.1669,3.56,166.3,0.01381,-0.111
15.23,0.3405,3.19,174.9,0.01602,1.425
25.55,0.1243,3.95,160.9,0.01227,-0.587
23.09,0.278,3.08,192.0,0.02382,0.76
25.23,0.0611,3.91,188.1,0.00799,-0.813
27.2,0.2361,3.81,140.8,0.01174,-0.082
27.2,0.1656,3.48,169.9,0.01783,-0.3
21.84,0.2245,3.49,156.1,0.01711,0.204
27.12,0.1948,3.84,161.3,0.01046,-0.458
24.73,0.176,3.77,169.6,0.01262,-0.05
21.92,0.3003,3.4,171.7,0.0186,0.533
28.37,0.1158,3.46,168.5,0.00976,-0.724
30.04,0.0846,3.91,175.1,0.01178,-1.21
15.55,0.4656,2.47,190.4,0.02516,2.291
15.99,0.4698,3.38,171.9,0.02339,1.733
31.27,0.0944,4.92,155.6,0.00975,-1.631
18.75,0.3205,3.77,151.7,0.01369,0.548
30.26,0.0985,3.82,152.2,0.01188,-0.961
24.63,0.3065,2.92,197.6,0.01925,0.838
20.9,0.2805,2.74,156.7,0.0146,0.852
22.62,0.1772,3.54,147.1,0.01101,-0.093
27.54,0.1911,3.97,169.8,0.01426,-0.495
28.67,0.1408,4.37,163.3,0.01153,-0.972
29.52,0.1101,4.36,162.1,0.0176,-1.079
31.08,0.1558,4.13,186.1,0.01199,-0.898
25.95,0.1707,3.37,173.2,0.0141,-0.096
29.88,0.1893,3.71,157.1,0.00974,-0.65
20.9,0.246,3.3,166.8,0.01897,0.522
13.04,0.3267,2.99,175.3,0.02472,1.685
26.8,0.1256,4.04,178.1,0.01183,-0.889
24.8,0.2743,3.16,163.3,0.01241,0.226
21.15,0.2453,3.52,144.1,0.01408,0.373
22.41,0.2133,3.47,169.9,0.01662,0.242
22.94,0.2034,3.24,142.9,0.01449,0.142
17.86,0.293,2.96,206.7,0.01756,1.027
21.1,0.221,3.54,156.3,0.01672,0.225
31.43,0.0502,4.21,162.6,0.01189,-1.534
17.91,0.3914,3.6,179.3,0.01925,1.272
18.65,0.2743,3.26,171.3,0.0185,0.725
26.32,0.1307,3.87,160.6,0.01205,-0.667
26.03,0.2091,3.58,171.8,0.0204,-0.111
19.65,0.2715,3.24,196.1,0.0184,0.635
28.06,0.2239,3.5,176.5,0.01394,-0.096
21.16,0.3652,2.74,200.1,0.0219,1.29
10.84,0.4441,2.51,177.7,0.03012,2.561
26.31,0.0919,4.29,169.8,0.01588,-1.059
27.42,0.1329,4.54,167.3,0.01113,-1.084
19.38,0.2466,3.89,173.9,0.0176,0.419
17.28,0.3614,3.04,194.3,0.01677,1.554
28.03,0.1071,4.23,161.7,0.00912,-1.218
16.24,0.3731,2.53,176.4,0.02472,1.798
32.14,0.1629,4.03,173.0,0.00869,-0.971
15.75,0.2752,2.69,146.6,0.01915,1.228
24.94,0.1504,3.8,161.4,0.00842,-0.428
16.32,0.4038,2.5,183.6,0.0248,1.882
13.61,0.3969,2.66,175.1,0.02364,2.017
27.92,0.1309,4.09,180.9,0.02047,-0.764
28.15,0.1515,3.54,149.1,0.00704,-0.503
22.54,0.2809,3.01,173.3,0.01891,0.666
25.69,0.2304,3.7,169.4,0.01543,-0.086
24.39,0.2339,3.09,185.3,0.01511,0.387
24.25,0.2326,3.29,165.1,0.01476,0.136
39.34,0.0604,4.42,179.0,0.01105,-2.03
19.88,0.208,4.04,175.5,0.01605,-0.072
29.16,0.1201,4.04,166.9,0.01474,-0.993
26.48,0.1466,4.07,148.7,0.01264,-0.64
17.19,0.3644,2.36,160.8,0.02427,1.71
29.6,0.052,4.65,166.6,0.01109,-1.596
19.43,0.2813,3.54,166.6,0.01578,0.67
26.96,0.1715,3.15,178.8,0.01571,-0.18
31.76,0.277,3.54,176.2,0.01594,-0.104
21.27,0.1881,3.31,171.7,0.01567,0.242
20.43,0.2468,3.61,151.7,0.01426,0.405
